StockCode,Description,TotalQuantity,AvgQuantity,OrderCount,TotalRevenue,AvgPrice,UniqueOrders,UniqueCustomers,RevenuePerOrder,ItemsPerOrder,CustomerPenetration
20775,DAISY NOTEBOOK ,64,2.91,22,105.6,4.8,20,19,5.279999999999999,3.2,0.004378889144964277
20777,CHRYSANTHEMUM NOTEBOOK,95,2.64,36,156.75,4.35,36,32,4.354166666666667,2.638888888888889,0.007374971191518783
20778,GARDEN PATH NOTEBOOK ,15,1.88,8,24.75,3.09,8,8,3.09375,1.875,0.0018437427978796957
20780,BLACK EAR MUFF HEADPHONES,37,1.95,19,198.35,10.44,17,13,11.66764705882353,2.176470588235294,0.0029960820465545056
20781,GOLD EAR MUFF HEADPHONES,32,1.39,23,161.52,7.02,20,19,8.076,1.6,0.004378889144964277
20782,CAMOUFLAGE EAR MUFF HEADPHONES,40,2.22,18,221.36,12.3,17,12,13.021176470588236,2.3529411764705883,0.0027656141968195437
20785,FUSCHIA RETRO BAR STOOL,14,2.8,5,523.3,104.66,5,4,104.66,2.8,0.0009218713989398478
20793,BLUE TILED TRAY,8,2.0,4,54.0,13.5,4,4,13.5,2.0,0.0009218713989398478
20794,BLUE  TILE HOOK,85,5.31,16,213.15,13.32,15,15,14.21,5.666666666666667,0.0034570177460244295
20795,LARGE BLUE PROVENCAL CERAMIC BALL,44,5.5,8,92.4,11.55,8,6,11.55,5.5,0.0013828070984097719
20796,SMALL BLUE PROVENCAL CERAMIC BALL,61,7.62,8,100.65,12.58,8,8,12.58125,7.625,0.0018437427978796957
20798,CLEAR MILKSHAKE GLASS,36,7.2,5,75.6,15.12,5,5,15.12,7.2,0.00115233924867481
20801,LARGE PINK GLASS SUNDAE DISH,848,15.42,55,708.16,12.88,54,47,13.114074074074074,15.703703703703704,0.010831988937543212
20802,SMALL GLASS SUNDAE DISH CLEAR,648,14.73,44,730.44,16.6,44,40,16.60090909090909,14.727272727272727,0.00921871398939848
20803,SMALL PINK GLASS SUNDAE DISH,917,28.66,32,386.25,12.07,31,26,12.459677419354838,29.580645161290324,0.005992164093109011
20816,GOLD FLOWER CUSHION COVER ,8,4.0,2,15.6,7.8,2,1,7.8,4.0,0.00023046784973496196
20818,GOLD TEDDY BEAR,12,6.0,2,20.0,10.0,2,2,10.0,6.0,0.0004609356994699239
20819,SILVER TEDDY BEAR,48,3.0,16,183.71,11.48,16,14,11.481875,3.0,0.0032265498962894676
20820,SILVER LOOKING MIRROR,5,2.5,2,24.75,12.38,2,2,12.375,2.5,0.0004609356994699239
20821,GOLDIE LOOKING MIRROR,16,3.2,5,79.2,15.84,5,5,15.84,3.2,0.00115233924867481
20823,GOLD WINE GOBLET,164,20.5,8,129.56,16.2,7,6,18.50857142857143,23.428571428571427,0.0013828070984097719
20826,SILVER APERITIF GLASS,276,34.5,8,128.4,16.05,8,7,16.05,34.5,0.0016132749481447338
20827,GOLD APERITIF GLASS,88,44.0,2,34.32,17.16,2,1,17.16,44.0,0.00023046784973496196
20828,GLITTER BUTTERFLY CLIPS,1012,5.44,186,2494.2,13.41,177,116,14.091525423728813,5.7175141242937855,0.026734270569255588
20829,GLITTER HANGING BUTTERFLY STRING,1265,7.49,169,2530.49,14.97,163,90,15.52447852760736,7.7607361963190185,0.020742106476146577
20830,SILVER PHOTO FRAME,75,3.75,20,157.5,7.88,20,19,7.875,3.75,0.004378889144964277
20831,GOLD PHOTO FRAME,169,7.04,24,272.34,11.35,24,19,11.347499999999998,7.041666666666667,0.004378889144964277
20832,RED FLOCK LOVE HEART PHOTO FRAME,1034,18.14,57,527.04,9.25,55,47,9.582545454545453,18.8,0.010831988937543212
20835,FRENCH LATTICE CUSHION COVER ,66,9.43,7,54.78,7.83,7,7,7.825714285714286,9.428571428571429,0.0016132749481447338
20836,FRENCH PAISLEY CUSHION COVER,170,10.0,17,141.1,8.3,17,14,8.299999999999999,10.0,0.0032265498962894676
20837,FRENCH FLORAL CUSHION COVER ,141,9.4,15,142.47,9.5,15,14,9.498,9.4,0.0032265498962894676
20838,FRENCH LATTICE CUSHION COVER ,330,10.0,33,282.94,8.57,33,30,8.573939393939394,10.0,0.006914035492048859
20839,FRENCH PAISLEY CUSHION COVER ,452,9.22,49,411.84,8.4,49,44,8.404897959183673,9.224489795918368,0.010140585388338327
20840,FRENCH FLORAL CUSHION COVER ,464,10.55,44,399.28,9.07,43,35,9.285581395348837,10.790697674418604,0.00806637474072367
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,1.73,11,120.65,10.97,11,7,10.968181818181819,1.7272727272727273,0.0016132749481447338
20846,ZINC HEART LATTICE T-LIGHT HOLDER,647,10.11,64,785.47,12.27,62,50,12.668870967741936,10.435483870967742,0.011523392486748099
20847,ZINC HEART LATTICE CHARGER LARGE,46,3.29,14,172.5,12.32,14,12,12.321428571428571,3.2857142857142856,0.0027656141968195437
20848,ZINC HEART LATTICE CHARGER SMALL,21,2.62,8,61.95,7.74,8,7,7.74375,2.625,0.0016132749481447338
20851,ZINC HEART LATTICE TRAY OVAL ,9,1.29,7,53.55,7.65,7,5,7.6499999999999995,1.2857142857142858,0.00115233924867481
20854,BLUE PATCH PURSE PINK HEART,166,9.22,18,256.1,14.23,17,16,15.064705882352943,9.764705882352942,0.0036874855957593914
20856,DENIM PATCH PURSE PINK BUTTERFLY,140,5.19,27,231.0,8.56,27,26,8.555555555555555,5.185185185185185,0.005992164093109011
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,32,4.0,8,52.8,6.6,8,7,6.6,4.0,0.0016132749481447338
20861,GOLD COSMETIC BAG PINK STAR,2,1.0,2,4.2,2.1,2,2,2.1,1.0,0.0004609356994699239
20866,BLUE ROSE FABRIC MIRROR,409,10.76,38,488.59,12.86,37,34,13.205135135135134,11.054054054054054,0.007835906890988707
20867,PINK ROSE FABRIC MIRROR,187,7.48,25,231.47,9.26,25,23,9.2588,7.48,0.005300760543904126
20868,SILVER FABRIC MIRROR,381,12.29,31,159.26,5.14,31,29,5.137419354838709,12.290322580645162,0.006683567642313897
20869,GOLD FABRIC MIRROR,139,7.72,18,54.21,3.01,17,17,3.188823529411765,8.176470588235293,0.003917953445494353
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,25,3.12,8,31.25,3.91,7,7,4.464285714285714,3.5714285714285716,0.0016132749481447338
20886,BOX OF 9 PEBBLE CANDLES,453,5.73,79,853.35,10.8,77,56,11.082467532467533,5.883116883116883,0.01290619958515787
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1,1.0,1,12.75,12.75,1,1,12.75,1.0,0.00023046784973496196
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,259,12.95,20,569.1,28.46,19,16,29.95263157894737,13.631578947368421,0.0036874855957593914
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,25,2.78,9,73.75,8.19,9,9,8.194444444444445,2.7777777777777777,0.0020742106476146576
20897,VINTAGE NOTEBOOK PARIS DAYS,85,10.62,8,230.35,28.79,8,8,28.79375,10.625,0.0018437427978796957
20898,VINTAGE NOTEBOOK TRAVELOGUE,25,5.0,5,73.75,14.75,4,4,18.4375,6.25,0.0009218713989398478
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,4,1.33,3,25.4,8.47,2,2,12.7,2.0,0.0004609356994699239
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,33,5.5,6,190.35,31.72,6,6,31.724999999999998,5.5,0.0013828070984097719
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,20,2.0,10,127.0,12.7,10,10,12.7,2.0,0.00230467849734962
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,1.5,2,8.85,4.43,2,2,4.425,1.5,0.0004609356994699239
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,2.67,3,50.8,16.93,3,2,16.933333333333334,2.6666666666666665,0.0004609356994699239
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5882,7.51,783,16569.58,21.16,763,356,21.71635648754915,7.709043250327654,0.08204655450564646
20914,SET/5 RED SPOTTY LID GLASS BOWLS,288,288.0,1,734.4,734.4,1,1,734.4,288.0,0.00023046784973496196
20931,BLUE POT PLANT CANDLE ,263,7.11,37,794.45,21.47,37,35,21.471621621621622,7.108108108108108,0.00806637474072367
20932,PINK POT PLANT CANDLE,189,8.59,22,516.25,23.47,22,22,23.46590909090909,8.590909090909092,0.005070292694169164
20933,YELLOW POT PLANT CANDLE,23,2.56,9,71.05,7.89,9,9,7.894444444444444,2.5555555555555554,0.0020742106476146576
20934,SET/3 POT PLANT CANDLES,54,2.7,20,294.3,14.72,20,20,14.715,2.7,0.00460935699469924
20935,ROUND CACTUS CANDLE,6,1.5,4,17.7,4.43,4,4,4.425,1.5,0.0009218713989398478
20936,FORKED CACTUS CANDLE,92,3.54,26,272.98,10.5,26,21,10.49923076923077,3.5384615384615383,0.004839824844434202
20941,FROG CANDLE,61,3.39,18,76.25,4.24,17,13,4.485294117647059,3.588235294117647,0.0029960820465545056
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,730,11.97,61,916.13,15.02,59,51,15.527627118644068,12.372881355932204,0.01175386033648306
20961,STRAWBERRY BATH SPONGE ,1029,7.92,130,1305.61,10.04,127,82,10.280393700787402,8.10236220472441,0.01889836367826688
20963,APPLE BATH SPONGE,1102,8.75,126,1400.49,11.12,122,83,11.479426229508197,9.032786885245901,0.019128831528001843
20964,POLYESTER FILLER PAD 60x40cm,2,2.0,1,5.1,5.1,1,1,5.1,2.0,0.00023046784973496196
20966,SANDWICH BATH SPONGE,589,14.37,41,698.25,17.03,41,28,17.03048780487805,14.365853658536585,0.006453099792578935
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,257,3.38,76,963.75,12.68,75,63,12.85,3.4266666666666667,0.014519474533302604
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1876,7.24,259,6734.31,26.0,257,157,26.20354085603113,7.299610894941634,0.03618345240838903
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1081,4.66,232,3983.63,17.17,230,141,17.32013043478261,4.7,0.03249596681262964
20971,PINK BLUE FELT CRAFT TRINKET BOX,10225,21.85,468,11629.39,24.85,457,277,25.447242888402624,22.37417943107221,0.06383959437658447
20972,PINK CREAM FELT CRAFT TRINKET BOX ,7131,12.97,550,8648.49,15.72,535,312,16.165401869158877,13.328971962616823,0.07190596911730814
20973,12 PENCIL SMALL TUBE WOODLAND,4007,13.77,291,2551.15,8.77,276,191,9.243297101449276,14.518115942028986,0.04401935929937774
20974,12 PENCILS SMALL TUBE SKULL,6734,22.22,303,4235.1,13.98,291,195,14.553608247422682,23.140893470790378,0.04494123069831758
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6400,20.32,315,4101.2,13.02,307,231,13.358957654723126,20.846905537459282,0.053238073288776215
20977,36 PENCILS TUBE WOODLAND,1597,11.01,145,1971.93,13.6,142,111,13.886830985915493,11.246478873239436,0.02558193132058078
20978,36 PENCILS TUBE SKULLS,1631,8.82,185,2014.43,10.89,179,133,11.253798882681565,9.111731843575418,0.030652224014749943
20979,36 PENCILS TUBE RED RETROSPOT,3523,15.06,234,4233.51,18.09,230,164,18.406565217391304,15.317391304347826,0.03779672735653376
20980,36 PENCILS TUBE POSY,27,2.45,11,33.75,3.07,11,10,3.0681818181818183,2.4545454545454546,0.00230467849734962
20981,12 PENCILS TALL TUBE WOODLAND,1851,8.77,211,1573.35,7.46,208,157,7.564182692307692,8.899038461538462,0.03618345240838903
20982,12 PENCILS TALL TUBE SKULLS,2019,9.09,222,1709.91,7.7,215,158,7.9530697674418604,9.390697674418604,0.03641392025812399
20983,12 PENCILS TALL TUBE RED RETROSPOT,2652,10.61,250,2247.96,8.99,234,185,9.606666666666667,11.333333333333334,0.042636552200967966
20984,12 PENCILS TALL TUBE POSY,3809,21.64,176,1169.01,6.64,167,135,7.000059880239521,22.808383233532933,0.031113159714219865
20985,HEART CALCULATOR,1017,10.59,96,1160.88,12.09,87,65,13.34344827586207,11.689655172413794,0.014980410232772528
20986,BLUE CALCULATOR RULER,462,7.33,63,546.76,8.68,58,40,9.426896551724138,7.9655172413793105,0.00921871398939848
20992,JAZZ HEARTS PURSE NOTEBOOK,4365,16.72,261,1867.05,7.15,244,162,7.651844262295082,17.889344262295083,0.03733579165706384
20996,JAZZ HEARTS ADDRESS BOOK,3057,16.26,188,648.69,3.45,184,124,3.525489130434783,16.61413043478261,0.028578013367135283
20997,ROSE DU SUD CUSHION COVER ,15,3.0,5,74.25,14.85,5,4,14.85,3.0,0.0009218713989398478
20998,ROSE DU SUD OVEN GLOVE,119,4.25,28,348.25,12.44,28,27,12.4375,4.25,0.006222631942843973
21000,ROSE DU SUD COSMETICS BAG,46,2.71,17,195.5,11.5,16,16,12.21875,2.875,0.0036874855957593914
21001,ROSE DU SUD WASHBAG ,25,1.92,13,148.75,11.44,12,12,12.395833333333334,2.0833333333333335,0.0027656141968195437
21002,ROSE DU SUD DRAWSTRING BAG,13,2.6,5,55.25,11.05,5,5,11.05,2.6,0.00115233924867481
21003,ROSE DU SUD CUSHION COVER,13,2.17,6,82.55,13.76,6,6,13.758333333333333,2.1666666666666665,0.0013828070984097719
21011,GLITTER SNOW PEAR TREE DECORATION,18,9.0,2,26.1,13.05,2,2,13.05,9.0,0.0004609356994699239
21012,ANTIQUE ALL GLASS CANDLESTICK,567,6.83,83,1133.3,13.65,80,66,14.16625,7.0875,0.015210878082507491
21014,SWISS CHALET TREE DECORATION ,1233,17.61,70,455.57,6.51,66,64,6.902575757575757,18.681818181818183,0.014749942383037565
21015,DARK BIRD HOUSE TREE DECORATION,1251,18.4,68,377.91,5.56,66,59,5.7259090909090915,18.954545454545453,0.013597603134362757
21018,BIRD BOX CHRISTMAS TREE DECORATION,22,4.4,5,18.7,3.74,4,4,4.675,5.5,0.0009218713989398478
21025,SPACE FROG,100,6.25,16,127.25,7.95,16,14,7.953125,6.25,0.0032265498962894676
21026,SPACE OWL,143,5.72,25,177.37,7.09,22,20,8.062272727272727,6.5,0.00460935699469924
21027,NINJA RABBIT PINK,101,5.32,19,122.45,6.44,17,16,7.202941176470588,5.9411764705882355,0.0036874855957593914
21028,NINJA RABBIT BLACK,116,5.52,21,148.29,7.06,21,15,7.061428571428571,5.523809523809524,0.0034570177460244295
21030,SPACE CADET RED,121,5.26,23,153.67,6.68,21,19,7.317619047619047,5.761904761904762,0.004378889144964277
21031,SPACE CADET BLACK,40,3.64,11,51.21,4.66,10,9,5.121,4.0,0.0020742106476146576
21032,SPACE CADET WHITE,65,4.06,16,84.88,5.3,15,13,5.658666666666666,4.333333333333333,0.0029960820465545056
21033,JUMBO BAG CHARLIE AND LOLA TOYS,922,8.46,109,1934.75,17.75,108,75,17.91435185185185,8.537037037037036,0.017285088730122147
21034,REX CASH+CARRY JUMBO SHOPPER,1893,1.99,952,1798.35,1.89,859,480,2.0935389988358555,2.2037252619324796,0.11062456787278174
21035,SET/2 RED RETROSPOT TEA TOWELS ,2319,10.31,225,6820.01,30.31,219,151,31.141598173515984,10.58904109589041,0.034800645309979256
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,77,3.35,23,86.75,3.77,23,20,3.7717391304347827,3.347826086956522,0.00460935699469924
21039,RED RETROSPOT SHOPPING BAG,510,6.62,77,1284.66,16.68,77,57,16.683896103896107,6.623376623376624,0.013136667434892833
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,2.75,8,29.7,3.71,8,8,3.7125,2.75,0.0018437427978796957
21041,RED RETROSPOT OVEN GLOVE DOUBLE,576,3.95,146,1699.2,11.64,138,100,12.31304347826087,4.173913043478261,0.023046784973496198
21042,RED RETROSPOT APRON ,303,2.78,109,1802.85,16.54,105,71,17.169999999999998,2.8857142857142857,0.0163632173311823
21043,APRON MODERN VINTAGE COTTON,443,7.64,58,931.85,16.07,57,52,16.34824561403509,7.771929824561403,0.011984328186218023
21051,RIBBONS PURSE ,108,4.5,24,228.83,9.53,24,23,9.534583333333334,4.5,0.005300760543904126
21054,NURSE'S BAG SOFT TOY,68,2.52,27,608.6,22.54,27,24,22.54074074074074,2.5185185185185186,0.0055312283936390875
21055,TOOL BOX SOFT TOY ,146,1.74,84,1368.14,16.29,82,63,16.684634146341466,1.7804878048780488,0.014519474533302604
21056,DOCTOR'S BAG SOFT TOY,174,2.64,66,1640.18,24.85,66,46,24.85121212121212,2.6363636363636362,0.010601521087808251
21058,PARTY INVITES WOODLAND,1049,11.4,92,855.77,9.3,87,68,9.836436781609196,12.057471264367816,0.015671813781977413
21059,PARTY INVITES DINOSAURS,573,7.44,77,487.05,6.33,77,67,6.3253246753246755,7.441558441558442,0.015441345932242452
21060,PARTY INVITES BALLOON GIRL,356,6.72,53,302.6,5.71,53,47,5.709433962264152,6.716981132075472,0.010831988937543212
21061,PARTY INVITES FOOTBALL,412,7.92,52,350.2,6.73,52,49,6.734615384615385,7.923076923076923,0.011292924637013136
21062,PARTY INVITES SPACEMAN,501,8.08,62,425.85,6.87,61,55,6.981147540983607,8.21311475409836,0.01267573173542291
21063,PARTY INVITES JAZZ HEARTS,483,5.96,81,412.11,5.09,81,64,5.087777777777778,5.962962962962963,0.014749942383037565
21064,BOOM BOX SPEAKER BOYS,176,2.93,60,760.5,12.68,54,40,14.083333333333334,3.259259259259259,0.00921871398939848
21065,BOOM BOX SPEAKER GIRLS,487,11.07,44,839.05,19.07,40,31,20.97625,12.175,0.007144503341783821
21066,VINTAGE RED MUG,688,16.38,42,657.62,15.66,41,32,16.03951219512195,16.78048780487805,0.007374971191518783
21067,VINTAGE RED TEATIME MUG,203,4.61,44,249.38,5.67,41,30,6.0824390243902435,4.951219512195122,0.006914035492048859
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1535,12.18,126,1637.71,13.0,125,81,13.10168,12.28,0.01866789582853192
21069,VINTAGE BILLBOARD TEA MUG,1868,35.92,52,2049.05,39.4,51,35,40.17745098039216,36.627450980392155,0.00806637474072367
21070,VINTAGE BILLBOARD MUG ,1033,13.08,79,1059.79,13.42,77,51,13.763506493506494,13.415584415584416,0.01175386033648306
21071,VINTAGE BILLBOARD DRINK ME MUG,849,7.72,110,1025.98,9.33,107,72,9.588598130841122,7.934579439252336,0.01659368518091726
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2494,12.17,205,1982.08,9.67,201,148,9.861094527363184,12.407960199004975,0.03410924176077437
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12313,16.35,753,9656.79,12.82,732,427,13.192336065573771,16.82103825136612,0.09840977183682877
21084,SET/6 COLLAGE PAPER CUPS,2199,20.75,106,463.85,4.38,103,90,4.503398058252428,21.349514563106798,0.020742106476146577
21086,SET/6 RED SPOTTY PAPER CUPS,6589,22.26,296,4009.49,13.55,285,167,14.068385964912279,23.119298245614036,0.038488130905738646
21087,SET/6 POSIES PAPER CUPS,126,12.6,10,62.12,6.21,10,10,6.212,12.6,0.00230467849734962
21088,SET/6 FRUIT SALAD PAPER CUPS,1576,21.3,74,345.42,4.67,74,67,4.667837837837838,21.2972972972973,0.015441345932242452
21089,SET/6 GREEN SPRING PAPER CUPS,231,9.62,24,45.73,1.91,24,23,1.9054166666666665,9.625,0.005300760543904126
21090,SET/6 COLLAGE PAPER PLATES,1672,14.05,119,708.3,5.95,116,98,6.10603448275862,14.413793103448276,0.022585849274026272
21094,SET/6 RED SPOTTY PAPER PLATES,7351,22.41,328,5496.53,16.76,325,179,16.912399999999998,22.61846153846154,0.04125374510255819
21095,SET/6 POSIES PAPER PLATES,95,10.56,9,80.75,8.97,9,9,8.972222222222221,10.555555555555555,0.0020742106476146576
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,16.33,70,479.25,6.85,70,63,6.8464285714285715,16.32857142857143,0.014519474533302604
21098,CHRISTMAS TOILET ROLL,3176,17.26,184,3680.05,20.0,163,115,22.576993865030676,19.484662576687118,0.026503802719520627
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,5.38,8,70.95,8.87,8,7,8.86875,5.375,0.0016132749481447338
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,5.51,35,530.95,15.17,34,30,15.616176470588236,5.676470588235294,0.006914035492048859
21107,CREAM SLICE FLANNEL PINK SPOT ,840,12.73,66,2218.8,33.62,62,48,35.78709677419355,13.548387096774194,0.011062456787278175
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,10082,51.18,197,17304.57,87.84,192,160,90.12796875,52.510416666666664,0.03687485595759392
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,830,12.03,69,2084.1,30.2,64,51,32.5640625,12.96875,0.01175386033648306
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,1.75,4,47.25,11.81,4,4,11.8125,1.75,0.0009218713989398478
21110,LARGE CAKE TOWEL PINK SPOTS,775,9.69,80,2295.05,28.69,78,62,29.42371794871795,9.935897435897436,0.014289006683567642
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",789,15.17,52,1291.55,24.84,50,46,25.831,15.78,0.010601521087808251
21112,SWISS ROLL TOWEL PINK  SPOTS,666,24.67,27,1782.18,66.01,27,21,66.00666666666667,24.666666666666668,0.004839824844434202
21112,"SWISS ROLL TOWEL, PINK  SPOTS",579,30.47,19,769.65,40.51,19,18,40.507894736842104,30.473684210526315,0.004148421295229315
21114,LAVENDER SCENTED FABRIC HEART,1352,10.17,133,1705.28,12.82,128,105,13.3225,10.5625,0.024199124222171006
21115,ROSE CARAVAN DOORSTOP,523,3.93,133,2580.21,19.4,129,104,20.001627906976744,4.054263565891473,0.023968656372436045
21116,OWL DOORSTOP,489,4.14,118,2339.19,19.82,117,81,19.993076923076924,4.17948717948718,0.01866789582853192
21117,BLOND DOLL DOORSTOP,115,6.76,17,149.25,8.78,14,11,10.660714285714286,8.214285714285714,0.002535146347084582
21121,SET/10 RED POLKADOT PARTY CANDLES,6502,18.9,344,7799.18,22.67,336,238,23.21184523809524,19.351190476190474,0.05485134823692095
21122,SET/10 PINK POLKADOT PARTY CANDLES,5257,16.69,315,6353.58,20.17,304,214,20.899934210526315,17.292763157894736,0.049320119843281864
21123,SET/10 IVORY POLKADOT PARTY CANDLES,975,9.56,102,1215.81,11.92,97,66,12.534123711340206,10.051546391752577,0.015210878082507491
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3970,17.11,232,4798.34,20.68,227,180,21.13806167400881,17.48898678414097,0.041484212952293154
21125,SET 6 FOOTBALL CELEBRATION CANDLES,598,8.42,71,747.5,10.53,67,59,11.156716417910447,8.925373134328359,0.013597603134362757
21126,SET OF 6 GIRLS CELEBRATION CANDLES,488,7.07,69,605.44,8.77,67,57,9.036417910447762,7.2835820895522385,0.013136667434892833
21128,GOLD FISHING GNOME,47,2.94,16,284.16,17.76,16,12,17.76,2.9375,0.0027656141968195437
21129,SILVER FISHING GNOME ,45,2.25,20,332.3,16.62,20,13,16.615000000000002,2.25,0.0029960820465545056
21131,GOLD STANDING GNOME,93,5.47,17,290.25,17.07,17,11,17.073529411764707,5.470588235294118,0.002535146347084582
21132,SILVER STANDING GNOME   ,35,2.19,16,142.75,8.92,16,13,8.921875,2.1875,0.0029960820465545056
21135,VICTORIAN  METAL POSTCARD SPRING,2708,16.12,168,2975.24,17.71,162,122,18.365679012345677,16.71604938271605,0.02811707766766536
21136,PAINTED METAL PEARS ASSORTED,4476,12.36,362,7491.4,20.69,352,259,21.282386363636363,12.715909090909092,0.05969117308135515
21137,BLACK RECORD COVER FRAME,11406,35.98,317,39064.55,123.23,313,140,124.80686900958467,36.4408945686901,0.03226549896289468
21143,ANTIQUE GLASS HEART DECORATION ,296,10.21,29,577.2,19.9,26,26,22.200000000000003,11.384615384615385,0.005992164093109011
21145,ANTIQUE GLASS PLACE SETTING,122,15.25,8,152.5,19.06,8,8,19.0625,15.25,0.0018437427978796957
21147,JINGLE BELLS TREE DECORATION,89,4.05,22,200.94,9.13,21,11,9.568571428571428,4.238095238095238,0.002535146347084582
21154,RED RETROSPOT OVEN GLOVE ,3187,11.89,268,3751.63,14.0,262,175,14.319198473282443,12.164122137404581,0.04033187370361835
21155,RED RETROSPOT PEG BAG,2460,6.81,361,5880.05,16.29,354,205,16.610310734463276,6.9491525423728815,0.04724590919566721
21156,RETROSPOT CHILDRENS APRON,3039,10.34,294,5587.87,19.01,292,202,19.13654109589041,10.407534246575343,0.04655450564646232
21157,RED RETROSPOT WASHBAG,49,3.27,15,102.9,6.86,14,12,7.3500000000000005,3.5,0.0027656141968195437
21158,MOODY GIRL DOOR HANGER ,1427,9.21,155,686.91,4.43,146,103,4.70486301369863,9.773972602739725,0.023738188522701084
21159,MOODY BOY  DOOR HANGER ,1109,10.17,109,542.75,4.98,108,73,5.025462962962963,10.268518518518519,0.016824153030652225
21161,KEEP OUT BOYS DOOR HANGER ,131,3.54,37,189.95,5.13,34,25,5.586764705882352,3.8529411764705883,0.005761696243374049
21162,TOXIC AREA  DOOR HANGER ,1416,10.11,140,696.4,4.97,137,98,5.083211678832116,10.335766423357665,0.022585849274026272
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1176,9.88,119,603.86,5.07,110,86,5.489636363636364,10.690909090909091,0.01982023507720673
21164,HOME SWEET HOME METAL SIGN ,1714,6.86,250,4850.62,19.4,246,166,19.717967479674797,6.967479674796748,0.038257663056003685
21165,BEWARE OF THE CAT METAL SIGN ,4027,10.97,367,6405.31,17.45,359,178,17.84208913649025,11.217270194986073,0.04102327725282323
